x	y
-4	-17.7360694459715
-3.98	-12.2096968397319
-3.96	-17.6186185487113
-3.94	-16.6474941375951
-3.92	-27.5688169233416
-3.9	-16.873525251028
-3.88	-27.4237313704298
-3.86	-11.1981616291218
-3.84	-20.5276503307874
-3.82	-19.4775763961152
-3.8	-19.8834691002455
-3.78	-14.6894489435877
-3.76	-17.7452357568818
-3.74	-22.1135175404855
-3.72	-29.7577167744689
-3.7	-22.5324621726776
-3.68	-26.3124356446517
-3.66	-24.5314247954736
-3.64	-14.2045586345311
-3.62	-18.4834436949642
-3.6	-17.0954835467887
-3.58	-23.6405975671503
-3.56	-32.6484850387112
-3.54	-16.5214248249391
-3.52	-22.1980748217658
-3.5	-23.5077829022628
-3.48	-30.870408569586
-3.46	-21.9690524982292
-3.44	-27.2955680833823
-3.42	-16.5737762271184
-3.4	-27.2222177721871
-3.38	-20.9490934877044
-3.36	-20.1290690140142
-3.34	-16.2765274028775
-3.32	-14.5357115589712
-3.3	-23.1266741201457
-3.28	-18.5188370446139
-3.26	-12.0052752867202
-3.24	-15.366533870061
-3.22	-27.7747094108163
-3.2	-20.4877142639919
-3.18	-22.94402291278
-3.16	-19.9179781012558
-3.14	-12.4777411362166
-3.12	-20.9681914479555
-3.1	-13.8581815961596
-3.08	-26.1833843343479
-3.06	-25.0175088319144
-3.04	-13.2517118969086
-3.02	-16.4254302652188
-3	-22.0882928463218
-2.98	-19.6050442619332
-2.96	-18.898182980917
-2.94	-19.3002270027667
-2.92	-14.3265331394456
-2.9	-12.1168412937015
-2.88	-21.4789766953787
-2.86	-16.6853985838421
-2.84	-8.87061356786401
-2.82	-18.9951317193159
-2.8	-12.1082707145056
-2.78	-23.4991410206048
-2.76	-9.37705502290656
-2.74	-21.1311315192845
-2.72	-6.51398761794784
-2.7	-20.6550425220917
-2.68	-20.5192560543206
-2.66	-17.0861118993738
-2.64	-17.873544112524
-2.62	-17.3401158469681
-2.6	-22.1885991286469
-2.58	-16.5596054819029
-2.56	-11.4929935343793
-2.54	-10.4564971395723
-2.52	-12.6278544417923
-2.5	-11.0511503833144
-2.48	-11.3316770393603
-2.46	-9.47258258064015
-2.44	-12.2527666987337
-2.42	-12.4100372888814
-2.4	-6.2638479766165
-2.38	-13.8552744039563
-2.36	-20.8173315344151
-2.34	-15.4415644420827
-2.32	-6.24168898567361
-2.3	-13.7108817344979
-2.28	-12.4127898082124
-2.26	-4.11087197164695
-2.24	-18.2946948899465
-2.22	-7.39177406735924
-2.2	-8.15819297802555
-2.18	-10.6484555710133
-2.16	-10.3290975925048
-2.14	-14.6698995059264
-2.12	-7.42701422562838
-2.1	-8.92693943266055
-2.08	-2.04879044118114
-2.06	-8.96863692305148
-2.04	-1.78576696580743
-2.02	-12.3651343375061
-2	-6.84092841331444
-1.98	-11.7988510383162
-1.96	-16.1823121530845
-1.94	-0.924594713467141
-1.92	-9.06242913853539
-1.9	-7.42524441654147
-1.88	-16.5384174148669
-1.86	-1.4248311351371
-1.84	-4.42636248709779
-1.82	-4.62869612785487
-1.8	-1.10940491324264
-1.78	-10.2548963589719
-1.76	-5.1059266750978
-1.74	0.827225080121658
-1.72	-12.2277254461974
-1.7	-0.65896742496733
-1.68	6.73701725137947
-1.66	-2.35768275829849
-1.64	-2.51616126246424
-1.62	-4.18135333942429
-1.6	0.87721394124738
-1.58	-1.36407134090836
-1.56	1.82815900990435
-1.54	-7.99802813212046
-1.52	-2.21867797989804
-1.5	-1.71741759952538
-1.48	-9.69987039284788
-1.46	2.222914020712
-1.44	-7.58518560338742
-1.42	-9.74604699051127
-1.4	-7.99824340354235
-1.38	-4.43778756550218
-1.36	-5.12778187310885
-1.34	-3.6803367461575
-1.32	3.71074419278962
-1.3	-5.6136963666742
-1.28	-0.363454943638585
-1.26	-8.37756496434272
-1.24	0.194656072352748
-1.22	-3.70781031640291
-1.2	-11.2440299486372
-1.18	-0.61363607503065
-1.16	-6.14718587841384
-1.14	-2.88481287022466
-1.12	-7.69469881040287
-1.1	-1.96541054291902
-1.08	-3.29214749894737
-1.06	2.91061623327936
-1.04	3.3884306563014
-1.02	-6.97552271161319
-1	3.23625627447451
-0.98	-8.82372362871083
-0.96	-2.23040236392128
-0.94	-2.01281208674425
-0.92	4.40395769365066
-0.9	-5.53430314915253
-0.88	-6.50630284224857
-0.86	0.865098600077675
-0.84	9.68539785734677
-0.82	-10.6471715263366
-0.8	2.14963953185661
-0.78	-7.93543815495812
-0.76	-2.13688479225262
-0.74	3.58740677645251
-0.72	1.20052218348184
-0.7	-3.98259153315324
-0.68	1.15903784164513
-0.66	-4.19085793712829
-0.64	-2.78128526009543
-0.62	-2.70740028224294
-0.6	-1.03247641826262
-0.58	-3.22400397873208
-0.56	-8.71358021169281
-0.54	3.6216404941199
-0.52	-3.80076601581427
-0.5	-5.03333829160272
-0.48	0.598300452576285
-0.46	-4.66628917238437
-0.44	2.16767493290827
-0.42	0.176760719352231
-0.4	5.95852054198999
-0.38	7.79772249952724
-0.36	3.70838610534668
-0.34	-3.39921096663463
-0.32	-1.14523395180393
-0.3	3.31195554415434
-0.28	-2.86189596429336
-0.26	4.37209202182804
-0.24	-1.55019755740086
-0.22	-0.252564530019748
-0.2	-8.79571324662809
-0.18	2.89747452759857
-0.16	-5.91290023331619
-0.14	3.84507725636443
-0.12	2.4852139753654
-0.1	-2.63632026282373
-0.0800000000000001	-6.32908440650078
-0.0600000000000001	-0.0733833178029071
-0.04	1.47907945791094
-0.02	12.9849292921622
0	-4.5468815895668
0.0200000000000005	-8.04733684403509
0.04	-4.25197600011566
0.0600000000000005	5.75481891460283
0.0800000000000001	-9.18968607879646
0.0999999999999996	-0.231194136648336
0.12	-3.63974718126616
0.14	7.56159142050792
0.16	0.776904799496578
0.18	-2.33948353958912
0.2	0.0621588795485418
0.22	-0.556531008340911
0.24	3.56339887929059
0.26	3.29154293678097
0.28	3.79263399095177
0.3	1.7343906424088
0.32	-6.68826252695671
0.34	9.67587543363345
0.36	-1.94804007419345
0.38	3.33035711839084
0.4	-1.65847730783286
0.42	-6.15377110455949
0.44	-0.197562651144256
0.46	1.20028936186889
0.48	-1.52475503178979
0.5	1.06302099138906
0.52	2.92114788066477
0.54	3.81754638971543
0.56	-0.592452484171564
0.58	-7.53550814607412
0.600000000000001	5.59533447996028
0.62	-3.78858506090918
0.64	-0.648752164646703
0.66	-4.04950177536202
0.68	3.42940544887081
0.7	-6.23073578299871
0.72	-10.8175611471043
0.74	0.297046003195248
0.76	3.62614114458994
0.78	-1.17671578250329
0.8	-1.85212880511353
0.82	0.129337485527125
0.84	-2.98838505315263
0.86	-6.75288609299691
0.88	-3.97458378616348
0.9	-8.25821226530623
0.92	6.86397384982387
0.94	-6.98998020274747
0.96	-2.65148178519532
0.98	-4.9124008588948
1	3.58708629254497
1.02	-4.83967239305689
1.04	-1.91591304976423
1.06	1.52009610956131
1.08	4.12599999515161
1.1	-2.99342303649422
1.12	-6.60662509756407
1.14	-4.87601182851607
1.16	1.5576518343223
1.18	1.57500868076396
1.2	-4.44934641946893
1.22	-0.710817854101536
1.24	1.87461184744085
1.26	-1.92872290686973
1.28	3.26934817548199
1.3	8.64602972919115
1.32	2.42694309900536
1.34	2.66038372812857
1.36	-0.588556679303308
1.38	-1.25833884698794
